gs://mlops_99/destination/raw/.gitkeep,raw
gs://mlops_99/destination/Starfish/408874539_fc287f8fbe_o.jpg,Starfish
gs://mlops_99/destination/Starfish/15646209697_b2da29f4be_o.jpg,Starfish
gs://mlops_99/destination/Starfish/16362826781_d97697a5a4_o.jpg,Starfish
gs://mlops_99/destination/Starfish/4766479481_3fb47dc315_o.jpg,Starfish
gs://mlops_99/destination/Starfish/4552908053_39cdce6d26_b.jpg,Starfish
gs://mlops_99/destination/Starfish/6342839325_71ac1303a7_o.jpg,Starfish
gs://mlops_99/destination/Starfish/4791126238_dd63d3d807_o.jpg,Starfish
gs://mlops_99/destination/Starfish/4415679605_517cfa7933_o.jpg,Starfish
gs://mlops_99/destination/Starfish/24990440832_4cf97ba9b5_b.jpg,Starfish
gs://mlops_99/destination/Starfish/36822533251_aeda3cf095_b.jpg,Starfish
gs://mlops_99/destination/Starfish/27377667375_5cca2d5013_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5594337575_aba85c5cf9_o.jpg,Starfish
gs://mlops_99/destination/Starfish/8213242251_92b4e084f5_o.jpg,Starfish
gs://mlops_99/destination/Starfish/9858649974_6f218e1b72_o.jpg,Starfish
gs://mlops_99/destination/Starfish/15688456756_b3e5d87046_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5533571933_2173cbbac3_o.jpg,Starfish
gs://mlops_99/destination/Starfish/8229562477_d108be55ea_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5935332929_f11aae785c_b.jpg,Starfish
gs://mlops_99/destination/Starfish/11281731383_9ea6810ffb_o.jpg,Starfish
gs://mlops_99/destination/Starfish/14905223335_bded67c59f_o.jpg,Starfish
gs://mlops_99/destination/Starfish/42219973650_0564510a5b_o.jpg,Starfish
gs://mlops_99/destination/Starfish/8167337136_329c1d8478_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5312517300_ee2ea154c9_b.jpg,Starfish
gs://mlops_99/destination/Starfish/5821121558_69eab05d60_o.jpg,Starfish
gs://mlops_99/destination/Starfish/6906106065_108d9a175d_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5641543659_58508c957a_o.jpg,Starfish
gs://mlops_99/destination/Starfish/14508731762_7125d0f4fe_o.png,Starfish
gs://mlops_99/destination/Starfish/35157720192_5e383023dc_o.jpg,Starfish
gs://mlops_99/destination/Starfish/26905808181_51a8cf5676_b.jpg,Starfish
gs://mlops_99/destination/Starfish/34530980720_fcdb3413fb_o.jpg,Starfish
gs://mlops_99/destination/Starfish/6241965806_2301ac4b4c_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5849370431_fbdc622a29_o.jpg,Starfish
gs://mlops_99/destination/Starfish/4867405740_9c8a0ca242_o.jpg,Starfish
gs://mlops_99/destination/Starfish/1363126535_5ca89ca628_b.jpg,Starfish
gs://mlops_99/destination/Starfish/34454397856_c152e2b5ba_b.jpg,Starfish
gs://mlops_99/destination/Starfish/7233138048_f7ce0e3d8a_o.jpg,Starfish
gs://mlops_99/destination/Starfish/7830140868_c20ac73168_b.jpg,Starfish
gs://mlops_99/destination/Starfish/7926979398_fd1c7e9200_o.jpg,Starfish
gs://mlops_99/destination/Starfish/6161031876_b660d8a4d1_o.jpg,Starfish
gs://mlops_99/destination/Starfish/19647276472_c29820aa83_o.jpg,Starfish
gs://mlops_99/destination/Starfish/25588844402_a5a88b4ea5_b.jpg,Starfish
gs://mlops_99/destination/Starfish/8339674070_81672fccb3_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5634494996_993630ef3b_o.jpg,Starfish
gs://mlops_99/destination/Starfish/8300322883_e7a0cc8cba_o.jpg,Starfish
gs://mlops_99/destination/Starfish/6200419055_bd728ea1e2_o.jpg,Starfish
gs://mlops_99/destination/Starfish/10737635806_8d5ef9c9fb_o.jpg,Starfish
gs://mlops_99/destination/Starfish/25709855835_350476c745_b.jpg,Starfish
gs://mlops_99/destination/Starfish/2754526054_53b2552c69_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5419585126_8766836d66_b.jpg,Starfish
gs://mlops_99/destination/Starfish/4610592985_7bbe2b2290_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5685232463_3b3137875d_b.jpg,Starfish
gs://mlops_99/destination/Starfish/15636671882_d3050a1418_o.jpg,Starfish
gs://mlops_99/destination/Starfish/25466350433_f4ba23c51e_o.jpg,Starfish
gs://mlops_99/destination/Starfish/2622821552_81900fc236_o.jpg,Starfish
gs://mlops_99/destination/Starfish/7507253184_193b5269e1_o.jpg,Starfish
gs://mlops_99/destination/Starfish/31309765668_bb2a4dec51_b.jpg,Starfish
gs://mlops_99/destination/Starfish/35767004683_4a9c02ca24_o.jpg,Starfish
gs://mlops_99/destination/Starfish/18110188366_fdca699b1c_o.jpg,Starfish
gs://mlops_99/destination/Starfish/5751872721_6454537f06_o.jpg,Starfish
gs://mlops_99/destination/Starfish/11434735663_1363f35f86_o.jpg,Starfish
gs://mlops_99/destination/Starfish/7526283026_5c0d68047f_o.jpg,Starfish
